gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,39,No,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,88.65,3444.04,0
Female,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.55,2144.5,0
Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,79.62,3996.87,0
Female,0,No,No,12,No,No phone service,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,90.2,1189.0,0
Male,0,No,Yes,15,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,125.22,1829.54,0
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),129.81,2730.27,1
Female,1,Yes,No,35,Yes,No,DSL,Yes,No,No internet service,No,No,No,Two year,No,Bank transfer (automatic),23.87,823.76,0
Male,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),115.52,7904.93,0
Male,0,No,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,131.95,1054.89,1
Male,0,Yes,Yes,58,No,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,29.09,1684.29,1
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,44.67,3154.65,0
Male,0,No,No,49,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,40.42,1860.44,1
Male,0,No,No,68,No,No phone service,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,88.79,6055.79,1
Male,1,No,No,69,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),50.42,3503.8,0
Female,0,No,No,59,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,41.67,2460.35,0
Female,0,Yes,Yes,30,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),98.82,3001.2,0
Male,0,No,No,8,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),87.94,679.53,0
Male,0,Yes,No,68,No,No phone service,No,No,No,No internet service,Yes,Yes,Yes,One year,No,Electronic check,20.0,1329.2,0
Female,1,No,Yes,60,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),57.12,3450.45,0
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,40.8,122.12,0
Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),51.65,1835.52,1
Male,0,No,Yes,5,No,No phone service,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),101.75,484.73,0
Male,0,Yes,No,56,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,100.04,5616.23,1
Male,0,Yes,No,3,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,81.44,167.69,1
Female,0,Yes,No,67,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),69.27,4587.75,0
Female,0,No,Yes,55,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),111.53,6202.1,0
Male,0,Yes,No,15,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,No,Credit card (automatic),72.04,1030.79,0
Female,1,Yes,No,21,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),52.24,1170.79,0
Male,0,No,No,26,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Mailed check,42.46,1076.81,0
Female,1,No,Yes,47,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,108.02,4988.46,0
Male,0,No,Yes,33,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),111.2,3723.8,1
Male,1,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),73.42,5155.96,0
Female,0,No,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,35.13,2483.03,0
Female,0,Yes,Yes,8,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,101.89,801.34,1
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,133.18,4809.95,1
Male,0,Yes,Yes,6,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,44.36,285.17,0
Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),40.89,1502.16,0
Male,0,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,99.1,1613.08,0
Male,0,No,Yes,70,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),30.26,2094.82,0
Male,0,No,Yes,65,Yes,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,76.37,4909.86,1
Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.44,1326.52,1
Female,0,Yes,Yes,11,No,No phone service,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.2,1051.97,1
Male,0,Yes,No,3,No,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),85.63,273.52,0
Female,1,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,62.17,1959.5,0
Female,1,No,No,62,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,62.77,3855.49,0
Male,0,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,47.79,340.55,1
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),65.47,3151.26,0
Female,0,Yes,No,45,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,113.27,5118.9,1
Male,0,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,84.18,5829.44,1
Female,0,Yes,Yes,59,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,66.54,4021.9,0
Male,0,No,No,20,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),97.34,1975.7,1
Male,0,Yes,No,30,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),85.7,2601.67,0
Male,0,Yes,No,18,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,31.97,656.92,0
Male,0,Yes,Yes,27,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),124.15,3312.16,0
Female,1,No,Yes,69,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),144.43,9980.22,1
Female,1,Yes,No,31,Yes,No,No,Yes,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,18.94,486.38,0
Female,0,No,Yes,24,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.97,1895.45,1
Female,0,No,Yes,37,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,132.43,4844.12,0
Male,1,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),109.83,2162.94,0
Female,0,No,No,2,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,69.08,130.3,1
Female,0,No,Yes,44,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,102.25,4462.28,0
Male,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,15.59,1141.3,0
Male,0,Yes,No,62,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47.26,2888.6,1
Female,0,No,No,15,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,98.6,1480.74,0
Female,0,Yes,Yes,47,No,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,48.68,2324.87,0
Male,0,No,No,67,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,94.91,6349.87,0
Male,1,Yes,Yes,19,No,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,6.15,97.26,0
Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),47.77,1612.73,0
Female,0,No,Yes,37,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.5,3050.28,1
Male,0,Yes,No,44,No,No phone service,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,74.9,3296.72,1
Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),78.57,5393.25,1
Female,1,No,No,35,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,81.07,2814.99,0
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.3,262.97,1
Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,85.78,3019.36,0
Male,1,No,Yes,35,No,No phone service,No,No,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,63.53,2248.27,0
Male,0,Yes,No,59,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.0,6147.11,0
Female,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),97.5,3696.5,0
Female,0,No,Yes,26,Yes,No,No,Yes,No,No,No internet service,No,No internet service,One year,No,Mailed check,87.38,2270.64,1
Male,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),49.59,1830.3,0
Male,0,No,Yes,51,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.41,1976.06,1
Female,1,Yes,Yes,24,No,No phone service,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),115.38,2825.33,0
Female,0,Yes,No,52,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),116.95,6126.17,1
Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.11,4027.67,1
Male,1,Yes,Yes,23,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.42,1430.42,0
Male,0,Yes,Yes,14,No,No phone service,No,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),4.33,76.95,0
Female,1,No,Yes,38,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),112.21,4287.82,1
Female,0,No,Yes,50,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,36.97,1823.52,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),68.54,71.26,1
Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.12,936.87,0
Female,1,No,Yes,38,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),62.32,2292.97,0
Female,0,Yes,Yes,45,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,86.65,3767.12,1
Male,1,No,No,34,No,No phone service,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),5.87,266.16,0
Male,1,Yes,Yes,56,No,No phone service,No,No,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,71.0,4001.07,0
Female,1,No,No,71,No,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,49.8,3575.91,0
Male,0,Yes,Yes,24,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),48.79,1044.59,1
Female,1,Yes,No,44,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,58.99,2620.87,0
Female,0,Yes,No,31,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.21,2323.13,0
Female,0,No,Yes,56,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),139.62,7840.18,1
Female,0,Yes,No,65,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),24.4,1560.39,0
Female,1,Yes,Yes,35,No,No phone service,No,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,38.07,1313.85,0
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),103.23,2502.75,0
Male,0,No,No,37,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),42.67,1646.77,1
Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,38.96,151.84,0
Male,0,Yes,Yes,23,No,No phone service,No,No,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,8.89,173.03,0
Female,1,No,Yes,2,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Electronic check,134.42,262.61,0
Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),115.16,3648.86,0
Male,0,Yes,Yes,4,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.86,252.24,0
Female,0,No,No,18,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,40.72,826.73,0
Male,0,Yes,Yes,29,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.72,1398.12,0
Male,0,Yes,Yes,70,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Electronic check,52.53,3683.21,0
Female,0,No,No,46,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),129.47,5945.66,0
Male,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),107.59,3745.65,1
Male,0,No,Yes,26,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,118.85,3098.8,0
Male,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.8,3717.29,0
Male,0,No,Yes,53,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,34.04,1776.39,0
Female,1,No,Yes,39,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,Yes,Mailed check,106.7,4070.93,0
Female,0,Yes,No,17,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,22.8,373.96,0
Female,1,Yes,Yes,31,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),71.42,2103.65,0
Male,1,Yes,No,60,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,144.85,8770.88,0
Male,0,Yes,No,66,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),117.29,7765.0,1
Male,0,No,Yes,27,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,14.97,414.44,1
Female,0,Yes,No,47,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.36,3483.17,0
Female,0,Yes,Yes,63,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),27.81,1717.59,1
Female,0,No,No,32,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,54.84,1787.51,0
Male,0,No,Yes,14,No,No phone service,No,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),82.8,1226.41,1
Female,1,Yes,No,27,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,51.48,1323.13,0
Female,0,Yes,Yes,16,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),50.43,854.47,0
Female,1,No,Yes,11,No,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),43.16,580.71,0
Male,0,Yes,No,70,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),21.75,1503.64,0
Female,0,No,Yes,14,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.03,1683.35,0
Female,0,No,Yes,1,Yes,No,No,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,15.21,63.43,1
Female,0,Yes,Yes,56,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,68.7,3885.22,0
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,40.54,1670.95,0
Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),105.27,1164.27,0
Female,1,Yes,No,11,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),41.2,517.31,1
Female,0,No,Yes,43,No,No phone service,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,44.36,1942.97,1
Female,0,No,Yes,54,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.05,4022.83,0
Female,0,No,No,51,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,91.99,4720.72,0
Male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),127.4,3465.23,0
Female,0,No,Yes,16,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,No,Credit card (automatic),57.5,965.6,0
Male,0,No,No,12,No,No phone service,No,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,99.52,1209.05,0
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,71.6,4109.59,1
Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.36,274.21,1
Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,42.92,2054.38,0
Female,0,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),65.03,4561.06,0
Female,0,No,Yes,8,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.36,304.8,1
Male,0,Yes,No,22,No,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,35.95,778.41,1
Female,1,No,No,25,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,99.83,2568.24,0
Male,1,No,Yes,50,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,104.72,5264.31,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,143.42,160.08,0
Female,0,Yes,No,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,119.51,4120.13,0
Female,0,Yes,No,33,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.43,2322.03,1
Female,1,Yes,Yes,46,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),107.35,4935.8,0
Male,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,60.27,2039.11,0
Male,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),54.55,1913.77,0
Male,0,No,Yes,54,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.79,4489.77,0
Female,1,Yes,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,No,Electronic check,98.1,2332.67,0
Female,1,No,No,1,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),50.36,51.87,0
Female,0,No,No,46,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,112.64,5166.86,1
Male,0,No,Yes,30,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,47.12,1436.78,0
Female,1,Yes,Yes,63,No,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.12,2918.22,0
Male,0,No,Yes,23,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.47,2651.18,1
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,108.66,7600.65,0
Female,0,No,No,44,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,44.59,1934.19,0
Female,0,No,No,51,No,No phone service,DSL,No internet service,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),27.43,1350.45,0
Female,0,No,Yes,32,No,No phone service,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.12,2369.07,0
Male,0,Yes,Yes,49,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,32.38,1590.28,0
Female,1,Yes,No,38,No,No phone service,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,83.19,3176.05,0
Male,0,No,Yes,4,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,51.67,243.82,1
Female,0,No,Yes,52,No,No phone service,DSL,Yes,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,95.66,4924.15,0
Female,0,No,Yes,34,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),129.5,4389.92,0
Female,0,No,Yes,27,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),83.34,2260.96,0
Male,0,No,Yes,40,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.5,4272.97,1
Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,116.94,2720.33,1
Male,0,No,No,59,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.43,5781.99,1
Female,0,Yes,No,56,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),121.42,6874.67,0
Female,0,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,41.44,218.83,1
Male,0,Yes,Yes,15,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,111.77,1697.96,1
Male,0,No,No,63,No,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Mailed check,21.68,1319.78,0
Male,0,No,No,16,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.02,1411.62,0
Female,0,Yes,Yes,38,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,One year,Yes,Electronic check,12.89,443.42,0
Male,0,No,No,31,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),79.18,2504.65,0
Male,0,Yes,Yes,36,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.03,3444.07,1
Male,0,Yes,No,65,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),96.83,6340.9,0
Male,0,Yes,No,24,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),34.03,818.4,0
Male,0,Yes,No,52,No,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.67,4920.94,1
Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),93.24,4995.27,1
